Price,Location,Property Ref,Date Added,Last Updated,market Status,Type,Price_cat,Bedroom,Bathroom,Toilets,Town
65000000,"By American International School, Durumi, Abuja",2260848,2024-05-17,2024-05-17, Available,Block of Flats,Millions,2.0,2.0,3.0,Durumi
140000000,"Karsana Gwarimpa Extension In An Estate, Gwarinpa, Abuja",2260786,2024-05-17,2024-05-17, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
63500000,"Lugbe District, Abuja",2260743,2024-05-17,2024-05-17, Available,House,Millions,5.0,6.0,6.0,Lugbe District
220000000,"Behind Suncourt Hotel, Kado, Abuja",2161046,2024-03-14,2024-05-02, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
77500000,"Opposite Nicon Junction, Katampe, Abuja",2162917,2024-03-15,2024-05-12, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Katampe
145000000,"Queens Estate, Karsana, Abuja",2256950,2024-05-15,2024-05-15, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Karsana
180000000,"Opposite Bangladesh Embassy, Asokoro District, Abuja",2258723,2024-05-16,2024-05-17, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Asokoro District
220000000,"Prince And Princess Estate, Games Village, Kaura, Abuja",1722207,2023-05-05,2024-05-17, Available,Detached Duplex,Millions,6.0,8.0,8.0,Kaura
76000000,"Directly Opposite Maitama, By Nicon Junction, Katampe, Abuja",1533966,2022-11-17,2024-05-10, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Katampe
800000000,"Guzape District, Abuja",2135268,2024-02-25,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
63246500,"Flexible Payment Plan And Just After Mountain Of Fire Estate E T C, Sabon Lugbe, Lugbe District, Abuja",2260481,2024-05-17,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lugbe District
150000000,"Wuye Main, Wuye, Abuja",2260380,2024-05-17,2024-05-17, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Wuye
130000000,"Games Village Kaura Abuja, Games Village, Kaura, Abuja",2260348,2024-05-17,2024-05-17, Available,House,Millions,4.0,4.0,5.0,Kaura
63246500,"Mshel Royal Estate, After Mountain Of Fire Estate, Sabon Lugbe, Lugbe District, Abuja",2260301,2024-05-17,2024-05-17, Available,Detached Duplex,Millions,5.0,6.0,6.0,Sabon Lugbe
260000000,"Apo Resettlement, Apo, Abuja",2198175,2024-04-09,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
1300000000,"Off Coza Road, Guzape District, Abuja",2260277,2024-05-17,2024-05-17, Available,Detached Duplex,Billions,6.0,6.0,7.0,Guzape District
110000000,"Gwarimpa Main, Gwarinpa, Abuja",2260271,2024-05-17,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
250000000,"Kado, Abuja",2258651,2024-05-16,2024-05-16, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Kado
60000000,"By American International School, Durumi, Abuja",2258682,2024-05-16,2024-05-16, Available,Block of Flats,Millions,2.0,2.0,3.0,Durumi
190000000,"Lifecamp District, Life Camp, Abuja",2260194,2024-05-17,2024-05-17, Available,Detached Duplex,Millions,4.0,5.0,5.0,Life Camp
40000000,"Along South End Estate, Airport Road, Opposite Centenary City, Kyami, Abuja",2260180,2024-05-17,2024-05-17, Available,House,Millions,3.0,4.0,4.0,Kyami
150000000,"Life Camp, Abuja",2183853,2024-03-29,2024-05-01, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Life Camp
145000000,"Behind H-medix, Guzape District, Abuja",2260081,2024-05-17,2024-05-17, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
55000000,"Kabusa Garden Estate Axis, Lokogoma District, Abuja",2260080,2024-05-17,2024-05-17, Available,Semi-detached Bungalow,Millions,2.0,3.0,3.0,Lokogoma District
80000000,"Mabushi District, Mabushi, Abuja",2260011,2024-05-17,2024-05-17, Available,Block of Flats,Millions,2.0,3.0,3.0,Mabushi
38000000,"Centenary City, Kyami, Abuja",2259961,2024-05-17,2024-05-17, Available,Detached Duplex,Millions,3.0,4.0,4.0,Kyami
82000000,"Ochacho, Life Camp, Abuja",2259812,2024-05-17,2024-05-17, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
230000000,"Katampe Extension, Katampe, Abuja",2249639,2024-05-11,2024-05-16, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Katampe
250000000,"By Stamford Hotel, Kubwa, Abuja",1645185,2023-03-01,2024-05-16, Available,Block of Flats,Millions,2.0,2.0,3.0,Kubwa
195000000,"Life Camp, Abuja",2259781,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
650000000,"Katampe Extension, Katampe, Abuja",2259751,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Katampe
26500000,"Kyami, Abuja",2259750,2024-05-16,2024-05-16, Available,Block of Flats,Millions,3.0,4.0,4.0,Kyami
100000000,"Apo, Abuja",2126595,2024-02-20,2024-05-17, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Apo
250000000,"Legislative Qtrs, Apo, Abuja",2147949,2024-03-06,2024-04-29, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Apo
380000000,"Guzape District, Abuja",2155019,2024-03-11,2024-04-26, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Guzape District
350000000,"Apo Resettlement, Apo, Abuja",2228157,2024-04-28,2024-04-28, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
250000000,"Gilmore, Jahi, Abuja",2147934,2024-03-06,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
20000000,"Airport Immigration Estate, Kyami, Abuja",2259741,2024-05-16,2024-05-17, Available,Terraced Duplex,Millions,2.0,3.0,3.0,Kyami
180000000,"Gilmore, Jahi, Abuja",2147986,2024-03-06,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
180000000,"Sunnyvale Axis, Dakwo, Abuja",2238596,2024-05-04,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,5.0,Dakwo
23000000,"Mshel Atlantic Airport Road Fct, Kyami, Abuja",2259647,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,2.0,3.0,3.0,Kyami
13000000,"Kyami, Close To South End Estate Opp Centenary City, Central Business District, Abuja",2259599,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,1.0,2.0,2.0,Kyami
14000000,"Mshel Atlantic City, Kyami, Abuja",2259585,2024-05-16,2024-05-17, Available,House,Millions,1.0,2.0,2.0,Kyami
270000000,"Efab Metropolis, Gwarinpa, Abuja",2257276,2024-05-15,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
150000000,"Around Sunnyvale Estate, Galadimawa, Abuja",2257306,2024-05-15,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Galadimawa
23500000,"Opposite Centenary City Along Airport Road, Kyami, Abuja",2259551,2024-05-16,2024-05-17, Available,Terraced Duplex,Millions,2.0,2.0,3.0,Kyami
37700000,"Beside Aviation Village And Opposite Centenary City On Airport Road, Kyami, Abuja",2259522,2024-05-16,2024-05-17, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Kyami
20000000,"Close To Airport Immigration Estate., Kyami, Abuja",2259520,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,2.0,3.0,3.0,Kyami
37700000,"Opposite Centenary City Along Airport Road, Kyami, Abuja",2259519,2024-05-16,2024-05-17, Available,House,Millions,3.0,3.0,4.0,Kyami
9000000,"Mshel Belle Vista Estate, Kyami, Abuja",2259517,2024-05-16,2024-05-17, Available,House,Millions,1.0,2.0,2.0,Kyami
37700000,"Beside South End Estate, Aviation Village Opposite Centenary City, Kyami, Abuja",2259515,2024-05-16,2024-05-17, Available,House,Millions,3.0,3.0,4.0,Kyami
76500000,"Directly Opposite Maitama, By Nicon Junction,, Katampe (Main), Katampe, Abuja",2162393,2024-03-15,2024-05-16, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Katampe
190000000,"By Shema Filling Station, Close To Bua Estate,, Kado, Abuja",2163232,2024-03-16,2024-05-16, Available,Detached Duplex,Millions,5.0,6.0,6.0,Kado
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
13000000,"Kubwa, Abuja",2259454,2024-05-16,2024-05-17, Available,Semi-detached Bungalow,Millions,1.0,1.0,1.0,Kubwa
13500000,"Opposite Centenary City, Kyami Airport Road, Kyami, Abuja",2247758,2024-05-10,2024-05-10, Available,House,Millions,1.0,2.0,2.0,Kyami
85000000,"Brains And Hammers Estate, Galadimawa, Abuja",2259406,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,5.0,4.0,6.0,Galadimawa
150000000,"Extension, Gwarinpa, Abuja",2259336,2024-05-16,2024-05-17, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Gwarimpa
23000000,"Lugbe District, Abuja",2259331,2024-05-16,2024-05-16, Available,House,Millions,4.0,4.0,4.0,Lugbe District
50000000,"Idu Close To Nizamiye Hospital, Life Camp, Abuja",2259295,2024-05-16,2024-05-17, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Life Camp
350000000,"Dawaki, Gwarinpa, Abuja",2259242,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
360000000,"Naf Valley, Asokoro District, Abuja",2256999,2024-05-15,2024-05-16, Available,Semi-detached Duplex,Millions,6.0,6.0,7.0,Asokoro District
120000000,"Apo Resettlement, Apo, Abuja",2257633,2024-05-15,2024-05-15, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
150000000,"Life Camp, Abuja",2257644,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
75000000,"Abc Cargo Axis, Jahi, Abuja",2259004,2024-05-16,2024-05-16, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
150000000,"Apo Resettlement, Apo, Abuja",2259224,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
22000000,"Trademore Estate, Lugbe District, Abuja",2259184,2024-05-16,2024-05-16, Available,Semi-detached Bungalow,Millions,2.0,2.0,2.0,Lugbe District
55000000,"Von Garden Estate, Lugbe District, Abuja",2259160,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lugbe District
55000000,"Close To Nizamiya Hospital Idu Life Camp, Life Camp, Abuja",2259097,2024-05-16,2024-05-16, Available,Semi-detached Bungalow,Millions,3.0,3.0,4.0,Life Camp
130000000,"Wuye, Wuye, Abuja",2259095,2024-05-16,2024-05-16, Available,Block of Flats,Millions,4.0,5.0,5.0,Wuye
260000000,"Apo Resettlement, Apo, Abuja",2198175,2024-04-09,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
250000000,"Off Coza, Guzape District, Abuja",2150601,2024-03-07,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
61000000,"Life Camp, Abuja",2258991,2024-05-16,2024-05-16, Available,Block of Flats,Millions,2.0,2.0,2.0,Life Camp
75000000,"Lugbe District, Abuja",2258986,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,4.0,Lugbe District
40000000,"Jikwoyi, Abuja",1954500,2023-10-12,2024-05-16, Available,Block of Flats,Millions,3.0,3.0,4.0,Jikwoyi
70000000,"Sector F, Lugbe District, Abuja",2136510,2024-02-26,2024-05-16, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Lugbe District
68000000,"Life Camp, Abuja",2258976,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
350000000,"Sunnyvale Estate, Lokogoma District, Abuja",2188476,2024-04-02,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lokogoma District
1000000000,"Katampe, Abuja",1949397,2023-10-09,2024-05-06, Available,Detached Duplex,Millions,5.0,6.0,6.0,Katampe
75000000,"FO1 Layout, Kubwa, Abuja",2127581,2024-02-20,2024-05-16, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Kubwa
1300000000,"Apo Legislative Quarters, Gudu, Abuja",2258635,2024-05-16,2024-05-16, Available,Terraced Duplex,Billions,4.0,4.0,5.0,Gudu
65000000,"Duboyi, Abuja",2258601,2024-05-16,2024-05-17, Available,Block of Flats,Millions,3.0,3.0,4.0,Duboyi
330000000,"Wuye, Abuja",2258573,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Wuye
180000000,"Dakibuyi, Wuse, Abuja",2258558,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuse
140000000,"Wuye, Abuja",2258551,2024-05-16,2024-05-16, Available,Block of Flats,Millions,3.0,3.0,4.0,Wuye
80000000,"Dakibuyi, Wuye, Abuja",2258537,2024-05-16,2024-05-16, Available,Block of Flats,Millions,3.0,3.0,4.0,Wuye
90000000,"Jahi, Abuja",2258522,2024-05-16,2024-05-16, Available,Block of Flats,Millions,2.0,2.0,3.0,Jahi
3300000000,"Maitama District, Abuja",2072659,2024-01-12,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
1500000000,"Katampe Extension, Katampe, Abuja",2217532,2024-04-22,2024-05-08, Available,Detached Duplex,Billions,7.0,7.0,8.0,Katampe
500000000,"Gilmore, Jahi, Abuja",2258498,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,7.0,7.0,8.0,Jahi
230000000,"Dutse, Apo, Abuja",2258358,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
110000000,"Kubwa Extension 3, FO1 Layout, Kubwa, Abuja",2258332,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kubwa
270000000,"City Gate, Kukwaba, Abuja",2258212,2024-05-16,2024-05-17, Available,Detached Duplex,Millions,6.0,7.0,7.0,Kukwaba
420000000,"Guzape District, Abuja",2258189,2024-05-16,2024-05-17, Available,Detached Duplex,Millions,4.0,5.0,5.0,Guzape District
130000000,"Apo, Abuja",2258168,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,4.0,5.0,5.0,Apo
150000000,"Off Trademore, Lugbe District, Abuja",2258109,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lugbe District
400000000,"Efab Metropolis, Gwarinpa, Abuja",2258098,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Gwarimpa
70000000,"River Park Estates Cluster 5, Lugbe District, Abuja",2258096,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Lugbe District
450000000,"Efab Metropolis, Gwarinpa, Abuja",2258094,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,7.0,7.0,8.0,Gwarimpa
400000000,"Efab Metropolis, Gwarinpa, Abuja",2258090,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,7.0,7.0,8.0,Gwarimpa
500000000,"Off 69 Road, Gwarinpa, Abuja",2258083,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Gwarimpa
20000000,"Sauka New Site, FHA (F.H.A), Lugbe District, Abuja",2258078,2024-05-16,2024-05-16, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Lugbe District
550000000,"Katampe Extension, Katampe, Abuja",2258075,2024-05-16,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
200000000,"Guzape District, Abuja",2258074,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
500000000,"Apo Resettlement, Apo, Abuja",2258072,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
260000000,"Guzape District, Abuja",2258069,2024-05-16,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
1200000000,"Maitama District, Abuja",2258066,2024-05-16,2024-05-16, Available,Detached Duplex,Billions,5.0,5.0,6.0,Maitama District
155000000,"By Epic Center, Idu Industrial, Abuja",2258060,2024-05-16,2024-05-16, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
750000000,"Asokoro Main, Asokoro District, Abuja",2123077,2024-02-17,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Asokoro District
450000000,"Guzape District, Abuja",2258056,2024-05-16,2024-05-16, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Guzape District
650000000,"Guzape District, Abuja",2258054,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
270000000,"Gwarinpa, Abuja",2258047,2024-05-16,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
37700000,"Kyami, Abuja",2245729,2024-05-09,2024-05-09, Available,Terraced Duplex,Millions,3.0,2.0,4.0,Kyami
80000000,"Mabushi, Abuja",2257847,2024-05-15,2024-05-16, Available,Block of Flats,Millions,2.0,3.0,3.0,Mabushi
400000000,"Diplomatic Zone, Guzape District, Abuja",2257839,2024-05-15,2024-05-15, Available,Detached Duplex,Millions,4.0,5.0,5.0,Guzape District
3700000000,"Diplomatic Zone, Maitama District, Abuja",2257830,2024-05-15,2024-05-16, Available,Detached Duplex,Billions,9.0,10.0,10.0,Maitama District
1600000000,"Asokoro District, Abuja",2240129,2024-05-06,2024-05-16, Available,Terraced Duplex,Billions,5.0,6.0,6.0,Asokoro District
100000000,"Ochacho Estate, Life Camp, Abuja",1417514,2022-08-11,2024-05-02, Available,Detached Duplex,Millions,6.0,7.0,8.0,Life Camp
180000000,"Wuye, Abuja",1417539,2022-08-11,2024-05-02, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Wuye
145000000,"Jabi, Abuja",1417579,2022-08-11,2024-05-02, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Jabi
85000000,"Monarch Estate, Sabon Lugbe, Lugbe District, Abuja",1461499,2022-09-17,2024-05-02, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lugbe District
85000000,"Kingspark Estate, Kukwaba, Abuja",1473081,2022-09-26,2024-05-02, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kukwaba
85000000,"Cosgrove Estate, Katampe (Main), Katampe, Abuja",1565959,2022-12-19,2024-05-02, Available,Block of Flats,Millions,3.0,3.0,4.0,Katampe
65000000,"Ochacho Estate, Karmo, Abuja",1584068,2023-01-10,2024-05-02, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Karmo
95000000,"Ochacho, Life Camp, Abuja",1751232,2023-05-25,2024-05-15, Available,Detached Duplex,Millions,6.0,6.0,7.0,Life Camp
56000000,"Opposite Suncity, Kaura, Abuja",1833859,2023-07-24,2024-05-15, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Kaura
95000000,"Behind News Engineering And Urban Shelter, Dawaki, Gwarinpa, Abuja",1833894,2023-07-24,2024-05-02, Available,Block of Flats,Millions,2.0,2.0,3.0,Gwarimpa
100000000,"Wuye, Abuja",1974667,2023-10-26,2024-05-02, Available,Block of Flats,Millions,3.0,3.0,4.0,Wuye
1300000000,"Asokoro District, Abuja",2139076,2024-02-28,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
80000000,"Ministers Quaters, Life Camp, Abuja",1980543,2023-10-31,2024-05-02, Available,Block of Flats,Millions,3.0,3.0,4.0,Life Camp
330000000,"Life Camp, Abuja",2046518,2023-12-19,2024-05-02, Available,Detached Duplex,Millions,5.0,5.0,5.0,Life Camp
91000000,"Gilmore, Jahi, Abuja",2093332,2024-01-27,2024-05-02, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
100000000,"Off Gaat, Gaduwa, Abuja",2128210,2024-02-21,2024-05-02, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gaduwa
120000000,"Jahi, Abuja",2128234,2024-02-21,2024-05-02, Available,Semi-detached Duplex,Millions,4.0,5.0,4.0,Jahi
60000000,"After Godab, Life Camp, Abuja",2128249,2024-02-21,2024-05-02, Available,Block of Flats,Millions,2.0,2.0,3.0,Life Camp
1000000000,"Diplomatic Zones, Katampe Extension, Katampe, Abuja",2253710,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,8.0,9.0,9.0,Katampe
95000000,"Wuye, Abuja",2253727,2024-05-13,2024-05-15, Available,Block of Flats,Millions,3.0,3.0,4.0,Wuye
140000000,"Katampe Road, Jahi, Abuja",2257632,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
159000000,"Guzape District, Abuja",2257581,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
100000000,"Opposite Nicon Junction, Katampe (Main), Katampe, Abuja",2253679,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
250000000,"Asokoro District, Abuja",2253777,2024-05-13,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Asokoro District
100000000,"Katampe (Main), Katampe, Abuja",2257289,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
500000000,"By Mint And Print, Garki, Abuja",2089072,2024-01-24,2024-03-14, Available,Detached Duplex,Millions,7.0,7.0,8.0,Garki
160000000,"Before Shopright, Apo, Abuja",2176445,2024-03-24,2024-03-24, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
13500000,"South End Estate, Aviation Village Opposite Centenary City, Kyami, Abuja",2257262,2024-05-15,2024-05-15, Available,House,Millions,3.0,3.0,4.0,Kyami
1300000000,"Asokoro District, Abuja",2139076,2024-02-28,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
280000000,"Katampe Extension, Katampe, Abuja",2257244,2024-05-15,2024-05-17, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Katampe
140000000,"Idu Inside An Estate, Idu Industrial, Abuja",2257236,2024-05-15,2024-05-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Idu Industrial
170000000,"Idu Close To Turkish Hospital, Idu Industrial, Abuja",2257221,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Idu Industrial
50000000,"Idu Industrial, Abuja",2257196,2024-05-15,2024-05-17, Available,House,Millions,4.0,5.0,5.0,Idu Industrial
1400000000,"Guzape District, Abuja",2256105,2024-05-15,2024-05-15, Available,Detached Duplex,Billions,6.0,6.0,7.0,Guzape District
85000000,"Gwarinpa, Abuja",2257180,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Gwarimpa
260000000,"Katampe Extension, Katampe, Abuja",2257168,2024-05-15,2024-05-15, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Katampe
190000000,"Along Shema Filling Station, Kado, Abuja",1825200,2023-07-18,2024-05-10, Available,Detached Duplex,Millions,6.0,7.0,7.0,Kado
230000000,"Close To Ebeano Supermarket, Lokogoma District, Abuja",2256912,2024-05-15,2024-05-15, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lokogoma District
160000000,"Katampe Extension, Katampe, Abuja",2256861,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,4.0,Katampe
70000000,"Lokogoma District, Abuja",2031953,2023-12-06,2024-05-15, Available,Semi-detached Duplex,Millions,2.0,2.0,3.0,Lokogoma District
250000000,"Jabi, Abuja",2256811,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
165000000,"By Stella Marris, Life Camp, Abuja",1938977,2023-10-01,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
290000000,"Guzape District, Abuja",2165021,2024-03-17,2024-03-17, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Guzape District
190000000,"Aco Estate, Life Camp, Abuja",2196018,2024-04-07,2024-05-03, Available,Detached Duplex,Millions,4.0,5.0,5.0,Life Camp
350000000,"Life Camp, Abuja",2249323,2024-05-10,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
230000000,"New H.medix Before Coza, Guzape District, Abuja",2095030,2024-01-28,2024-05-11, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
450000000,"Katampe Extension, Katampe, Abuja",2255062,2024-05-14,2024-05-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Katampe
1500000000,"Asokoro Main, Asokoro District, Abuja",2209461,2024-04-16,2024-04-16, Available,Detached Duplex,Billions,6.0,6.0,7.0,Asokoro District
450000000,"Next To Mogadishu Barracks, Asokoro District, Abuja",1749517,2023-05-24,2024-04-23, Available,Detached Duplex,Millions,5.0,5.0,6.0,Asokoro District
70000000,"Ochacho Phase 1, Life Camp, Abuja",2091835,2024-01-26,2024-04-26, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
190000000,"Life Camp, Abuja",2091837,2024-01-26,2024-05-01, Available,Detached Duplex,Millions,4.0,4.0,5.0,Life Camp
360000000,"Life Camp, Abuja",2096488,2024-01-29,2024-05-03, Available,Detached Duplex,Millions,5.0,5.0,6.0,Life Camp
280000000,"Aco Estate, Life Camp, Abuja",2098555,2024-01-30,2024-04-26, Available,Detached Duplex,Millions,5.0,5.0,6.0,Life Camp
430000000,"Life Camp, Abuja",2100946,2024-02-01,2024-04-26, Available,Detached Duplex,Millions,6.0,6.0,7.0,Life Camp
80000000,"Off Berger, Life Camp, Abuja",2112096,2024-02-09,2024-04-26, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Life Camp
150000000,"Life Camp, Abuja",2131500,2024-02-23,2024-04-26, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
75000000,"Brains And Hammers, Life Camp, Abuja",2133439,2024-02-24,2024-05-07, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
38500000,"Life Camp, Abuja",2246968,2024-05-09,2024-05-13, Available,Block of Flats,Millions,2.0,3.0,3.0,Life Camp
250000000,"Utako, Abuja",2256629,2024-05-15,2024-05-15, Available,House,Millions,5.0,5.0,6.0,Utako
1000000000,"Jahi District, Jahi, Abuja",2256625,2024-05-15,2024-05-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Jahi
150000000,"Durumi, Abuja",2256548,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Durumi
150000000,"Ocahco Estate, Life Camp, Abuja",2256581,2024-05-15,2024-05-15, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
600000000,"Guzape District, Abuja",2038255,2023-12-11,2024-04-27, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
500000000,"Katampe Extension, Katampe, Abuja",2253920,2024-05-13,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Katampe
760000000,"Guzape District, Abuja",2089873,2024-01-24,2024-04-26, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
140000000,"Guzape District, Abuja",2131217,2024-02-22,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
550000000,"Off Coza, Guzape District, Abuja",2141678,2024-03-01,2024-04-26, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
180000000,"Off Coza, Guzape District, Abuja",2228171,2024-04-28,2024-04-28, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
200000000,"Guzape District, Abuja",2230066,2024-04-30,2024-04-30, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
